company_name,company_country_code,company_city,company_market,investor_name,investor_country_code,investor_city,funded_at,funded_month,funded_year,raised_amount_usd,company_name_lower,unicorn_flag
Lookout,USA,San Francisco,Security,Khosla Ventures,USA,Menlo Park,12/23/2010 00:00,2010-12,2010,19500000,lookout,TRUE
Lookout,USA,San Francisco,Security,Khosla Ventures,USA,Menlo Park,05/18/2010 00:00,2010-05,2010,11000000,lookout,TRUE
Lookout,USA,San Francisco,Security,Khosla Ventures,USA,Menlo Park,12/22/2009 00:00,2009-12,2009,5500000,lookout,TRUE
TransferWise,GBR,London,Virtualization,Kima Ventures,FRA,Paris,05/13/2013 00:00,2013-05,2013,6000000,transferwise,TRUE
TransferWise,GBR,London,Virtualization,Kima Ventures,FRA,Paris,04/17/2012 00:00,2012-04,2012,1300000,transferwise,TRUE
Delivery Hero,DEU,Berlin,Hospitality,Kite Ventures,RUS,Moscow,07/01/2013 00:00,2013-07,2013,30000000,deliveryhero,TRUE
Delivery Hero,DEU,Berlin,Hospitality,Kite Ventures,RUS,Moscow,10/01/2011 00:00,2011-10,2011,14853300,deliveryhero,TRUE
Delivery Hero,DEU,Berlin,Hospitality,Kite Ventures,RUS,Moscow,03/01/2012 00:00,2012-03,2012,33280000,deliveryhero,TRUE
Delivery Hero,DEU,Berlin,Hospitality,Kite Ventures,RUS,Moscow,08/27/2012 00:00,2012-08,2012,50000000,deliveryhero,TRUE
Twitter,USA,San Francisco,Software,Kleiner Perkins Caufield & Byers,USA,Menlo Park,12/15/2010 00:00,2010-12,2010,200000000,twitter,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,Kleiner Perkins Caufield & Byers,USA,Menlo Park,09/12/2013 00:00,2013-09,2013,20000000,jawbone,TRUE
Flipboard,USA,Palo Alto,News,Kleiner Perkins Caufield & Byers,USA,Menlo Park,12/09/2013 00:00,2013-12,2013,50000000,flipboard,TRUE
Spotify,SWE,Stockholm,Entertainment,Kleiner Perkins Caufield & Byers,USA,Menlo Park,06/17/2011 00:00,2011-06,2011,100000000,spotify,TRUE
Flipboard,USA,Palo Alto,News,Kleiner Perkins Caufield & Byers,USA,Menlo Park,07/20/2010 00:00,2010-07,2010,10500000,flipboard,TRUE
InMobi,USA,San Francisco,Mobile,Kleiner Perkins Caufield & Byers,USA,Menlo Park,07/13/2010 00:00,2010-07,2010,8000000,inmobi,TRUE
Zynga,USA,San Francisco,Technology,Kleiner Perkins Caufield & Byers,USA,Menlo Park,02/18/2011 00:00,2011-02,2011,490000000,zynga,TRUE
Square,USA,San Francisco,Mobile Payments,Kleiner Perkins Caufield & Byers,USA,Menlo Park,06/28/2011 00:00,2011-06,2011,100000000,square,TRUE
AppDynamics,USA,San Francisco,Software,Kleiner Perkins Caufield & Byers,USA,Menlo Park,01/17/2012 00:00,2012-01,2012,20000000,appdynamics,TRUE
One Kings Lane,USA,San Francisco,Home & Garden,Kleiner Perkins Caufield & Byers,USA,Menlo Park,12/12/2012 00:00,2012-12,2012,50000000,onekingslane,TRUE
SimpliVity,USA,Westborough,Storage,Kleiner Perkins Caufield & Byers,USA,Menlo Park,01/01/2012 00:00,2012-01,2012,18000000,simplivity,TRUE
SimpliVity,USA,Westborough,Storage,Kleiner Perkins Caufield & Byers,USA,Menlo Park,09/24/2012 00:00,2012-09,2012,25000000,simplivity,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,Kleiner Perkins Caufield & Byers,USA,Menlo Park,09/15/2011 00:00,2011-09,2011,150000000,bloomenergy,TRUE
One Kings Lane,USA,San Francisco,Home & Garden,Kleiner Perkins Caufield & Byers,USA,Menlo Park,09/18/2011 00:00,2011-09,2011,40000000,onekingslane,TRUE
Jawbone,USA,San Francisco,Consumer Electronics,Kleiner Perkins Caufield & Byers,USA,Menlo Park,12/21/2011 00:00,2011-12,2011,40000000,jawbone,TRUE
SoundCloud,,,Music,Kleiner Perkins Caufield & Byers,USA,Menlo Park,01/03/2012 00:00,2012-01,2012,50000000,soundcloud,TRUE
Zynga,USA,San Francisco,Technology,Kleiner Perkins Caufield & Byers,USA,Menlo Park,07/18/2008 00:00,2008-07,2008,25000000,zynga,TRUE
SimpliVity,USA,Westborough,Storage,Kleiner Perkins Caufield & Byers,USA,Menlo Park,11/18/2013 00:00,2013-11,2013,58000000,simplivity,TRUE
One Kings Lane,USA,San Francisco,Home & Garden,Kleiner Perkins Caufield & Byers,USA,Menlo Park,02/11/2011 00:00,2011-02,2011,23000000,onekingslane,TRUE
Good Technology,USA,Sunnyvale,Data Security,Kleiner Perkins Caufield & Byers,USA,Menlo Park,03/15/2005 00:00,2005-03,2005,95000000,goodtechnology,TRUE
InMobi,USA,San Francisco,Mobile,Kleiner Perkins Caufield & Byers,USA,Menlo Park,01/01/2008 00:00,2008-01,2008,7100000,inmobi,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,Kleiner Perkins Caufield & Byers,USA,Menlo Park,06/08/2012 00:00,2012-06,2012,150000000,bloomenergy,TRUE
Dollar Shave Club,USA,Los Angeles,E-Commerce,Kleiner Perkins Caufield & Byers,USA,Menlo Park,03/06/2012 00:00,2012-03,2012,1000000,dollarshaveclub,TRUE
Flipboard,USA,Palo Alto,News,Kleiner Perkins Caufield & Byers,USA,Menlo Park,04/14/2011 00:00,2011-04,2011,50000000,flipboard,TRUE
Nextdoor,USA,San Francisco,Privacy,Kleiner Perkins Caufield & Byers,USA,Menlo Park,10/29/2013 00:00,2013-10,2013,60000000,nextdoor,TRUE
Flipboard,USA,Palo Alto,News,Kleiner Perkins Caufield & Byers,USA,Menlo Park,09/23/2013 00:00,2013-09,2013,50000000,flipboard,TRUE
LegalZoom,USA,Glendale,Legal,Kleiner Perkins Caufield & Byers,USA,Menlo Park,07/24/2011 00:00,2011-07,2011,66000000,legalzoom,TRUE
DocuSign,USA,San Francisco,Software,Kleiner Perkins Caufield & Byers,USA,Menlo Park,07/12/2012 00:00,2012-07,2012,55700000,docusign,TRUE
Houzz,USA,Palo Alto,Curated Web,Kleiner Perkins Caufield & Byers,USA,Menlo Park,01/29/2013 00:00,2013-01,2013,35000000,houzz,TRUE
AppDynamics,USA,San Francisco,Software,Kleiner Perkins Caufield & Byers,USA,Menlo Park,01/23/2013 00:00,2013-01,2013,50000000,appdynamics,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,Kleiner Perkins Caufield & Byers,USA,Menlo Park,01/01/2008 00:00,2008-01,2008,450000000,bloomenergy,TRUE
Groupon,USA,Chicago,Advertising,Kleiner Perkins Caufield & Byers,USA,Menlo Park,01/11/2011 00:00,2011-01,2011,950000000,groupon,TRUE
Lending Club,USA,San Francisco,Finance Technology,Kleiner Perkins Caufield & Byers,USA,Menlo Park,06/06/2012 00:00,2012-06,2012,17500000,lendingclub,TRUE
AppNexus,USA,New York,Technology,Kodiak Venture Partners,USA,Wellesley,09/16/2008 00:00,2008-09,2008,8000000,appnexus,TRUE
AppNexus,USA,New York,Technology,Kodiak Venture Partners,USA,Wellesley,11/10/2009 00:00,2009-11,2009,5000000,appnexus,TRUE
Delivery Hero,DEU,Berlin,Hospitality,Kreos,,,08/27/2012 00:00,2012-08,2012,50000000,deliveryhero,TRUE
Delivery Hero,DEU,Berlin,Hospitality,Kreos Capital,GBR,London,07/01/2013 00:00,2013-07,2013,30000000,deliveryhero,TRUE
Delivery Hero,DEU,Berlin,Hospitality,Kreos Capital,GBR,London,08/27/2012 00:00,2012-08,2012,50000000,deliveryhero,TRUE
Spotify,SWE,Stockholm,Entertainment,Lakestar,,,11/15/2012 00:00,2012-11,2012,100000000,spotify,TRUE
SurveyMonkey,USA,Palo Alto,Software,Laurel Crown Partners,,,01/16/2013 00:00,2013-01,2013,450000000,surveymonkey,TRUE
MarkLogic,USA,San Carlos,Enterprise Software,Lehman Brothers,USA,New York,07/16/2007 00:00,2007-07,2007,15000000,marklogic,TRUE
Zuora,USA,Foster City,Facebook Applications,Lehman Brothers,USA,New York,10/28/2008 00:00,2008-10,2008,15000000,zuora,TRUE
Better Place,USA,Palo Alto,Clean Technology,Lend Lease Ventures,,,12/09/2008 00:00,2008-12,2008,25000000,betterplace,TRUE
BuzzFeed,USA,New York,Entertainment,Lerer Ventures,USA,New York,01/03/2013 00:00,2013-01,2013,19300000,buzzfeed,TRUE
Warby Parker,USA,New York,Retail,Lerer Ventures,USA,New York,09/22/2011 00:00,2011-09,2011,12000000,warbyparker,TRUE
BuzzFeed,USA,New York,Entertainment,Lerer Ventures,USA,New York,01/09/2012 00:00,2012-01,2012,15500000,buzzfeed,TRUE
Warby Parker,USA,New York,Retail,Lerer Ventures,USA,New York,07/06/2011 00:00,2011-07,2011,1500000,warbyparker,TRUE
Tujia,,,Travel,Lightspeed China Partners,CHN,Shanghai,02/16/2013 00:00,2013-02,2013,40000000,tujia,TRUE
Tujia,,,Travel,Lightspeed China Partners,CHN,Shanghai,05/16/2012 00:00,2012-05,2012,15000000,tujia,TRUE
LivingSocial,USA,Washington,E-Commerce,Lightspeed Venture Partners,USA,Menlo Park,04/04/2011 00:00,2011-04,2011,400000000,livingsocial,TRUE
LivingSocial,USA,Washington,E-Commerce,Lightspeed Venture Partners,USA,Menlo Park,12/02/2010 00:00,2010-12,2010,183000000,livingsocial,TRUE
Tintri,USA,Mountain View,Virtualization,Lightspeed Venture Partners,USA,Menlo Park,06/15/2011 00:00,2011-06,2011,18000000,tintri,TRUE
Tintri,USA,Mountain View,Virtualization,Lightspeed Venture Partners,USA,Menlo Park,03/24/2011 00:00,2011-03,2011,17000000,tintri,TRUE
Delphix,USA,Menlo Park,Software,Lightspeed Venture Partners,USA,Menlo Park,04/01/2010 00:00,2010-04,2010,11000000,delphix,TRUE
LivingSocial,USA,Washington,E-Commerce,Lightspeed Venture Partners,USA,Menlo Park,04/29/2010 00:00,2010-04,2010,14000000,livingsocial,TRUE
AppDynamics,USA,San Francisco,Software,Lightspeed Venture Partners,USA,Menlo Park,05/03/2010 00:00,2010-05,2010,11000000,appdynamics,TRUE
MuleSoft,USA,San Francisco,Data Integration,Lightspeed Venture Partners,USA,Menlo Park,03/30/2010 00:00,2010-03,2010,12000000,mulesoft,TRUE
AppDynamics,USA,San Francisco,Software,Lightspeed Venture Partners,USA,Menlo Park,01/01/2008 00:00,2008-01,2008,5500000,appdynamics,TRUE
AppDynamics,USA,San Francisco,Software,Lightspeed Venture Partners,USA,Menlo Park,01/17/2012 00:00,2012-01,2012,20000000,appdynamics,TRUE
Delphix,USA,Menlo Park,Software,Lightspeed Venture Partners,USA,Menlo Park,02/04/2009 00:00,2009-02,2009,8500000,delphix,TRUE
Snapchat,USA,Pacific Palisades,File Sharing,Lightspeed Venture Partners,USA,Menlo Park,05/01/2012 00:00,2012-05,2012,485000,snapchat,TRUE
Nutanix,USA,San Jose,Enterprise Software,Lightspeed Venture Partners,USA,Menlo Park,08/22/2012 00:00,2012-08,2012,33000000,nutanix,TRUE
Zscaler,USA,San Jose,Data Security,Lightspeed Venture Partners,USA,Menlo Park,08/30/2012 00:00,2012-08,2012,38000000,zscaler,TRUE
MuleSoft,USA,San Francisco,Data Integration,Lightspeed Venture Partners,USA,Menlo Park,04/03/2013 00:00,2013-04,2013,37000000,mulesoft,TRUE
Snapchat,USA,Pacific Palisades,File Sharing,Lightspeed Venture Partners,USA,Menlo Park,12/01/2012 00:00,2012-12,2012,12500000,snapchat,TRUE
LivingSocial,USA,Washington,E-Commerce,Lightspeed Venture Partners,USA,Menlo Park,11/18/2011 00:00,2011-11,2011,176000000,livingsocial,TRUE
MuleSoft,USA,San Francisco,Data Integration,Lightspeed Venture Partners,USA,Menlo Park,05/18/2012 00:00,2012-05,2012,15000000,mulesoft,TRUE
Nutanix,USA,San Jose,Enterprise Software,Lightspeed Venture Partners,USA,Menlo Park,04/19/2011 00:00,2011-04,2011,13200000,nutanix,TRUE
Dianping,CHN,Shanghai,E-Commerce,Lightspeed Venture Partners,USA,Menlo Park,08/01/2012 00:00,2012-08,2012,32330000,dianping,TRUE
Dianping,CHN,Shanghai,E-Commerce,Lightspeed Venture Partners,USA,Menlo Park,04/01/2011 00:00,2011-04,2011,3000000,dianping,TRUE
MuleSoft,USA,San Francisco,Data Integration,Lightspeed Venture Partners,USA,Menlo Park,05/22/2007 00:00,2007-05,2007,12500000,mulesoft,TRUE
Tintri,USA,Mountain View,Virtualization,Lightspeed Venture Partners,USA,Menlo Park,07/24/2012 00:00,2012-07,2012,25000000,tintri,TRUE
AppDynamics,USA,San Francisco,Software,Lightspeed Venture Partners,USA,Menlo Park,01/23/2013 00:00,2013-01,2013,50000000,appdynamics,TRUE
Nutanix,USA,San Jose,Enterprise Software,Lightspeed Venture Partners,USA,Menlo Park,10/25/2011 00:00,2011-10,2011,25000000,nutanix,TRUE
LivingSocial,USA,Washington,E-Commerce,Lightspeed Venture Partners,USA,Menlo Park,02/20/2013 00:00,2013-02,2013,110000000,livingsocial,TRUE
Delphix,USA,Menlo Park,Software,Lightspeed Venture Partners,USA,Menlo Park,06/06/2012 00:00,2012-06,2012,25000000,delphix,TRUE
Snapchat,USA,Pacific Palisades,File Sharing,Lightspeed Venture Partners,USA,Menlo Park,06/22/2013 00:00,2013-06,2013,80000000,snapchat,TRUE
Raise Marketplace,USA,Chicago,Curated Web,Listen,USA,San Francisco,11/01/2011 00:00,2011-11,2011,600000,raisemarketplace,TRUE
Uber,USA,San Francisco,Transportation,Lowercase Capital,USA,Truckee,10/15/2010 00:00,2010-10,2010,1250000,uber,TRUE
Twilio,USA,San Francisco,Enterprise Software,Lowercase Capital,USA,Truckee,12/30/2009 00:00,2009-12,2009,3700000,twilio,TRUE
Uber,USA,San Francisco,Transportation,Lowercase Capital,USA,Truckee,02/14/2011 00:00,2011-02,2011,11000000,uber,TRUE
Evernote,USA,Redwood City,Software,m8 Capital,GBR,London,11/30/2012 00:00,2012-11,2012,21250000,evernote,TRUE
Evernote,USA,Redwood City,Software,m8 Capital,GBR,London,11/30/2012 00:00,2012-11,2012,63750000,evernote,TRUE
Box,USA,Los Altos,File Sharing,Macnica Networks Corp.,JPN,Yokohama,12/05/2013 00:00,2013-12,2013,100000000,box,TRUE
Zeta Interactive,USA,New York,Advertising,Madison Capital Funding,USA,Chicago,06/27/2012 00:00,2012-06,2012,80000000,zetainteractive,TRUE
Sunrun,USA,San Francisco,Solar,Madrone Capital Partners,USA,Menlo Park,05/23/2012 00:00,2012-05,2012,60000000,sunrun,TRUE
Better Place,USA,Palo Alto,Clean Technology,Maniv Energy Capital,JPN,Usa,11/11/2011 00:00,2011-11,2011,200000000,betterplace,TRUE
Taboola,USA,New York,Content Discovery,Marker,USA,New York,06/26/2012 00:00,2012-06,2012,10000000,taboola,TRUE
Yext,USA,New York,SaaS,Marker,USA,New York,06/12/2012 00:00,2012-06,2012,27000000,yext,TRUE
Taboola,USA,New York,Content Discovery,Marker,USA,New York,08/25/2011 00:00,2011-08,2011,9000000,taboola,TRUE
Taboola,USA,New York,Content Discovery,Marker,USA,New York,02/19/2013 00:00,2013-02,2013,15000000,taboola,TRUE
Postmates,USA,San Francisco,E-Commerce,Matrix Partners,USA,Palo Alto,05/01/2011 00:00,2011-05,2011,750000,postmates,TRUE
Gilt Groupe,USA,New York,Shopping,Matrix Partners,USA,Palo Alto,11/01/2007 00:00,2007-11,2007,5000000,giltgroupe,TRUE
JustFab,USA,El Segundo,Fashion,Matrix Partners,USA,Palo Alto,09/26/2013 00:00,2013-09,2013,40000000,justfab,TRUE
Gilt Groupe,USA,New York,Shopping,Matrix Partners,USA,Palo Alto,05/08/2011 00:00,2011-05,2011,138000000,giltgroupe,TRUE
Ele.me,CHN,Shanghai,E-Commerce,Matrix Partners,USA,Palo Alto,11/27/2013 00:00,2013-11,2013,25000000,ele.me,TRUE
JustFab,USA,El Segundo,Fashion,Matrix Partners,USA,Palo Alto,07/26/2012 00:00,2012-07,2012,76000000,justfab,TRUE
Quora,USA,Mountain View,Semantic Search,Matrix Partners,USA,Palo Alto,05/14/2012 00:00,2012-05,2012,50000000,quora,TRUE
Postmates,USA,San Francisco,E-Commerce,Matrix Partners,USA,Palo Alto,04/15/2012 00:00,2012-04,2012,1200000,postmates,TRUE
Gilt Groupe,USA,New York,Shopping,Matrix Partners,USA,Palo Alto,05/14/2010 00:00,2010-05,2010,35000000,giltgroupe,TRUE
Gilt Groupe,USA,New York,Shopping,Matrix Partners,USA,Palo Alto,08/11/2009 00:00,2009-08,2009,43000000,giltgroupe,TRUE
JustFab,USA,El Segundo,Fashion,Matrix Partners,USA,Palo Alto,09/21/2011 00:00,2011-09,2011,33000000,justfab,TRUE
Koudai,CHN,Beijing,E-Commerce,Matrix Partners China,CHN,Beijing,04/01/2012 00:00,2012-04,2012,6000000,koudai,TRUE
Groupon,USA,Chicago,Advertising,Maverick Capital,USA,Dallas,01/11/2011 00:00,2011-01,2011,950000000,groupon,TRUE
Zenefits,USA,San Francisco,Human Resources,Maverick Capital,USA,Dallas,07/26/2013 00:00,2013-07,2013,2100000,zenefits,TRUE
Groupon,USA,Chicago,Advertising,Maveron,USA,San Francisco,02/25/2011 00:00,2011-02,2011,16200000,groupon,TRUE
zulily,USA,Seattle,E-Commerce,Maveron,USA,San Francisco,08/04/2010 00:00,2010-08,2010,6000000,zulily,TRUE
zulily,USA,Seattle,E-Commerce,Maveron,USA,San Francisco,12/17/2009 00:00,2009-12,2009,4600000,zulily,TRUE
Lyft,USA,San Francisco,Transportation,Mayfield Fund,USA,Menlo Park,09/21/2011 00:00,2011-09,2011,6000000,lyft,TRUE
Fab,USA,New York,Design,Mayfield Fund,USA,Menlo Park,07/18/2012 00:00,2012-07,2012,105000000,fab,TRUE
Lyft,USA,San Francisco,Transportation,Mayfield Fund,USA,Menlo Park,01/30/2013 00:00,2013-01,2013,15000000,lyft,TRUE
LinkedIn,USA,Mountain View,Software,McGraw-Hill Companies,USA,New York,10/22/2008 00:00,2008-10,2008,22700000,linkedin,TRUE
Warby Parker,USA,New York,Retail,Menlo Ventures,USA,Menlo Park,09/22/2011 00:00,2011-09,2011,12000000,warbyparker,TRUE
Fab,USA,New York,Design,Menlo Ventures,USA,Menlo Park,06/19/2013 00:00,2013-06,2013,150000000,fab,TRUE
Fab,USA,New York,Design,Menlo Ventures,USA,Menlo Park,12/07/2011 00:00,2011-12,2011,40000000,fab,TRUE
Fab,USA,New York,Design,Menlo Ventures,USA,Menlo Park,08/11/2011 00:00,2011-08,2011,7700000,fab,TRUE
Tintri,USA,Mountain View,Virtualization,Menlo Ventures,USA,Menlo Park,07/24/2012 00:00,2012-07,2012,25000000,tintri,TRUE
Fab,USA,New York,Design,Menlo Ventures,USA,Menlo Park,07/18/2012 00:00,2012-07,2012,105000000,fab,TRUE
Betterment,USA,New York,Finance,Menlo Ventures,USA,Menlo Park,10/03/2012 00:00,2012-10,2012,10000000,betterment,TRUE
Uber,USA,San Francisco,Transportation,Menlo Ventures,USA,Menlo Park,12/07/2011 00:00,2011-12,2011,37000000,uber,TRUE
Warby Parker,USA,New York,Retail,MentorTech Ventures,USA,Philadelphia,01/01/2013 00:00,2013-01,2013,41500000,warbyparker,TRUE
Warby Parker,USA,New York,Retail,MentorTech Ventures,USA,Philadelphia,07/06/2011 00:00,2011-07,2011,1500000,warbyparker,TRUE
Domo,USA,American Fork,Web Development,Mercato Partners,USA,Salt Lake City,03/11/2013 00:00,2013-03,2013,60000000,domo,TRUE
Evernote,USA,Redwood City,Software,Meritech Capital Partners,USA,Palo Alto,05/03/2012 00:00,2012-05,2012,70000000,evernote,TRUE
Cloudera,USA,Palo Alto,Enterprise Software,Meritech Capital Partners,USA,Palo Alto,12/07/2012 00:00,2012-12,2012,65000000,cloudera,TRUE
Anaplan,USA,San Francisco,Enterprise Software,Meritech Capital Partners,USA,Palo Alto,03/05/2013 00:00,2013-03,2013,33000000,anaplan,TRUE
SimpliVity,USA,Westborough,Storage,Meritech Capital Partners,USA,Palo Alto,11/18/2013 00:00,2013-11,2013,58000000,simplivity,TRUE
Cloudera,USA,Palo Alto,Enterprise Software,Meritech Capital Partners,USA,Palo Alto,10/26/2010 00:00,2010-10,2010,25000000,cloudera,TRUE
Box,USA,Los Altos,File Sharing,Meritech Capital Partners,USA,Palo Alto,02/24/2011 00:00,2011-02,2011,48000000,box,TRUE
Cloudera,USA,Palo Alto,Enterprise Software,Meritech Capital Partners,USA,Palo Alto,11/07/2011 00:00,2011-11,2011,40000000,cloudera,TRUE
Box,USA,Los Altos,File Sharing,Meritech Capital Partners,USA,Palo Alto,10/28/2011 00:00,2011-10,2011,81000000,box,TRUE
zulily,USA,Seattle,E-Commerce,Meritech Capital Partners,USA,Palo Alto,08/11/2011 00:00,2011-08,2011,43000000,zulily,TRUE
ForeScout Technologies,USA,Campbell,Security,Meritech Capital Partners,USA,Palo Alto,10/20/2005 00:00,2005-10,2005,10000000,forescouttechnologies,TRUE
ForeScout Technologies,USA,Campbell,Security,Meritech Capital Partners,USA,Palo Alto,11/19/2007 00:00,2007-11,2007,4380000,forescouttechnologies,TRUE
Good Technology,USA,Sunnyvale,Data Security,Meritech Capital Partners,USA,Palo Alto,12/20/2013 00:00,2013-12,2013,64997000,goodtechnology,TRUE
Prosper,USA,San Francisco,Personal Finance,Meritech Capital Partners,USA,Palo Alto,06/01/2007 00:00,2007-06,2007,20000000,prosper,TRUE
Facebook,USA,Menlo Park,Communities,Meritech Capital Partners,USA,Palo Alto,04/01/2006 00:00,2006-04,2006,27500000,facebook,TRUE
lynda.com,USA,Carpinteria,Education,Meritech Capital Partners,USA,Palo Alto,01/16/2013 00:00,2013-01,2013,103000000,lynda.com,TRUE
Prosper,USA,San Francisco,Personal Finance,Meritech Capital Partners,USA,Palo Alto,02/03/2010 00:00,2010-02,2010,2000000,prosper,TRUE
Thumbtack,,,Curated Web,MHS Capital,USA,San Francisco,01/09/2012 00:00,2012-01,2012,4500000,thumbtack,TRUE
AppNexus,USA,New York,Technology,Microsoft,USA,Redmond,10/05/2010 00:00,2010-10,2010,50000000,appnexus,TRUE
Facebook,USA,Menlo Park,Communities,Microsoft,USA,Redmond,10/24/2007 00:00,2007-10,2007,240000000,facebook,TRUE
Lashou.com,CHN,Beijing,E-Commerce,Milestone Partners,USA,Radnor,03/01/2011 00:00,2011-03,2011,110000000,lashou.com,TRUE
Hootsuite,CAN,Vancouver,Software,Millennium Technology Value Partners,USA,New York,09/15/2011 00:00,2011-09,2011,3000000,hootsuite,TRUE
Jumia,,,E-Commerce,Millicom International Cellular,,,06/17/2013 00:00,2013-06,2013,35000000,jumia,TRUE
Lookout,USA,San Francisco,Security,Mithril Capital Management,USA,San Francisco,10/10/2013 00:00,2013-10,2013,55000000,lookout,TRUE
Box,USA,Los Altos,File Sharing,Mitsui & Co,JPN,Tokyo,12/05/2013 00:00,2013-12,2013,100000000,box,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,Mobius Venture Capital,USA,Boulder,09/15/2011 00:00,2011-09,2011,150000000,bloomenergy,TRUE
Kabbage,USA,Atlanta,Finance,Mohr Davidow Ventures,USA,Menlo Park,09/17/2012 00:00,2012-09,2012,30000000,kabbage,TRUE
Coupa Software,USA,San Mateo,Enterprise Software,Mohr Davidow Ventures,USA,Menlo Park,02/15/2011 00:00,2011-02,2011,12000000,coupasoftware,TRUE
Kabbage,USA,Atlanta,Finance,Mohr Davidow Ventures,USA,Menlo Park,08/17/2011 00:00,2011-08,2011,17000000,kabbage,TRUE
Coupa Software,USA,San Mateo,Enterprise Software,Mohr Davidow Ventures,USA,Menlo Park,05/10/2012 00:00,2012-05,2012,22000000,coupasoftware,TRUE
Zynga,USA,San Francisco,Technology,Morgan Stanley,USA,New York,02/18/2011 00:00,2011-02,2011,490000000,zynga,TRUE
Better Place,USA,Palo Alto,Clean Technology,Morgan Stanley,USA,New York,01/01/2010 00:00,2010-01,2010,350000000,betterplace,TRUE
Flipkart,IND,Bangalore,Online Shopping,Morgan Stanley,USA,New York,10/08/2013 00:00,2013-10,2013,160000000,flipkart,TRUE
Twitter,USA,San Francisco,Software,Morgan Stanley,USA,New York,09/25/2009 00:00,2009-09,2009,100000000,twitter,TRUE
Groupon,USA,Chicago,Advertising,Morgan Stanley Venture Partners,USA,New York,01/11/2011 00:00,2011-01,2011,950000000,groupon,TRUE
MuleSoft,USA,San Francisco,Data Integration,Morgenthaler Ventures,USA,Menlo Park,03/30/2010 00:00,2010-03,2010,12000000,mulesoft,TRUE
Evernote,USA,Redwood City,Software,Morgenthaler Ventures,USA,Menlo Park,11/15/2009 00:00,2009-11,2009,10000000,evernote,TRUE
MuleSoft,USA,San Francisco,Data Integration,Morgenthaler Ventures,USA,Menlo Park,04/03/2013 00:00,2013-04,2013,37000000,mulesoft,TRUE
MuleSoft,USA,San Francisco,Data Integration,Morgenthaler Ventures,USA,Menlo Park,05/18/2012 00:00,2012-05,2012,15000000,mulesoft,TRUE
Lending Club,USA,San Francisco,Finance Technology,Morgenthaler Ventures,USA,Menlo Park,03/19/2009 00:00,2009-03,2009,12000000,lendingclub,TRUE
Lending Club,USA,San Francisco,Finance Technology,Morgenthaler Ventures,USA,Menlo Park,08/03/2011 00:00,2011-08,2011,25000000,lendingclub,TRUE
Evernote,USA,Redwood City,Software,Morgenthaler Ventures,USA,Menlo Park,07/13/2011 00:00,2011-07,2011,50000000,evernote,TRUE
MuleSoft,USA,San Francisco,Data Integration,Morgenthaler Ventures,USA,Menlo Park,05/22/2007 00:00,2007-05,2007,12500000,mulesoft,TRUE
MuleSoft,USA,San Francisco,Data Integration,Morgenthaler Ventures,USA,Menlo Park,10/01/2006 00:00,2006-10,2006,4000000,mulesoft,TRUE
Lending Club,USA,San Francisco,Finance Technology,Morgenthaler Ventures,USA,Menlo Park,04/14/2010 00:00,2010-04,2010,24500000,lendingclub,TRUE
Xiaomi,CHN,Beijing,Mobile,Morningside Group,CHN,Shanghai,12/01/2010 00:00,2010-12,2010,41000000,xiaomi,TRUE
InMobi,USA,San Francisco,Mobile,Mumbai Angels,IND,Mumbai,01/01/2007 00:00,2007-01,2007,500000,inmobi,TRUE
Space Exploration Technologies,USA,Hawthorne,Public Transportation,Musket Research Associates,USA,Cambridge,11/08/2010 00:00,2010-11,2010,50000000,spaceexplorationtechnologies,TRUE
Flipkart,IND,Bangalore,Online Shopping,Naspers,,Cape Town,08/24/2012 00:00,2012-08,2012,150000000,flipkart,TRUE
Flipkart,IND,Bangalore,Online Shopping,Naspers,,Cape Town,07/10/2013 00:00,2013-07,2013,200000000,flipkart,TRUE
Avito.ru,ROM,Rus,Advertising,Naspers,,Cape Town,03/11/2013 00:00,2013-03,2013,50000000,avito.ru,TRUE
MongoDB,USA,New York,Cloud Computing,New Enterprise Associates,USA,Menlo Park,10/04/2013 00:00,2013-10,2013,150000000,mongodb,TRUE
CloudFlare,USA,San Francisco,Security,New Enterprise Associates,USA,Menlo Park,07/12/2011 00:00,2011-07,2011,20000000,cloudflare,TRUE
Tintri,USA,Mountain View,Virtualization,New Enterprise Associates,USA,Menlo Park,06/15/2011 00:00,2011-06,2011,18000000,tintri,TRUE
Tintri,USA,Mountain View,Virtualization,New Enterprise Associates,USA,Menlo Park,03/24/2011 00:00,2011-03,2011,17000000,tintri,TRUE
BuzzFeed,USA,New York,Entertainment,New Enterprise Associates,USA,Menlo Park,01/03/2013 00:00,2013-01,2013,19300000,buzzfeed,TRUE
Bloom Energy,USA,Sunnyvale,Clean Technology,New Enterprise Associates,USA,Menlo Park,09/15/2011 00:00,2011-09,2011,150000000,bloomenergy,TRUE
BuzzFeed,USA,New York,Entertainment,New Enterprise Associates,USA,Menlo Park,01/09/2012 00:00,2012-01,2012,15500000,buzzfeed,TRUE
